conf/er/CastanoAP93,Reuse of Object-Oriented Requirements Specifications.,Silvana Castano,Valeria De Antonellis,Pierluigi San Pietro,STOP1,books/bc/Booch90,conf/er/CastanoAZ92,conf/er/CastanoAP93,journals/is/AntonellisCV94,journals/toplas/MorzentiMG92,conf/vldb/LiuM92,journals/cacm/MaidenS92,conf/ecoop/MorzentiP91,journals/tse/ReubensteinW91,journals/ipm/SaltonB88
conf/cpaior/BessiereHHKW05,Filtering Algorithms for the NValue Constraint.,Christian Bessière,Emmanuel Hebrard,Brahim Hnich,Zeynep Kiziltan,Toby Walsh,STOP1
books/bi/KeimP1992,Datenbankmaschinen: Performanz durch Parallelität,Daniel A. Keim,Edy S. Prawirohardjo,STOP1
conf/aips/BajestaniB11,Scheduling an Aircraft Repair Shop.,Maliheh Aramon Bajestani,J. Christopher Beck,STOP1
conf/dbpl/SjobergALT93,Building an Integrated Persistent Application.,Dag I. K. Sjøberg,Malcolm P. Atkinson,João Lopes,Philip W. Trinder,STOP1,journals/cj/AtkinsonBCCM83,journals/toplas/AtkinsonM85,journals/csur/BatiniL86,conf/pos/FarkasDKCMC92,journals/spe/Feldman79,conf/pos/KirbyCCMDF92,journals/csur/Krueger92,journals/ipl/MorrisonABD90,conf/dbpl/Trinder91
conf/adbis/CremersBR94,Views in Object-Oriented Databases (Invited Paper).,Armin B. Cremers,Oleg T. Balovnev,Wolfgang Reddig,STOP1,conf/sigmod/AbiteboulB91,conf/objekt/BodeCF92,conf/edbt/Bertino92,journals/tkde/BertinoK89,conf/bncod/BarclayK93,books/mk/Cattell93,conf/oopsla/CanningCHO89,books/sp/dittrichDB91/DeppischPSW91,conf/vldb/Rundensteiner92,journals/cacm/StonebrakerK91
conf/evoW/HowardRR02,The Boru Data Crawler for Object Detection Tasks in Machine Vision.,Daniel Howard,Simon C. Roberts,Conor Ryan,STOP1
conf/eusai/MullerPK07,Situated Public News and Reminder Displays.,Jörg Müller,Oliver Paczkowski,Antonio Krüger,STOP1
conf/msv/WangYZY10,A HIL Model with PAC for Large Low-speed HPCR Marine Diesel Engine.,Zheng Wang,Jianguo Yang,Wei Zhang,Xin Yang,STOP1
conf/dasfaa/LehnerR97,A Redundancy-Based Optimization Approach for Aggregation in Multidimensional Scientific and Atatistical Databases.,Wolfgang Lehner,Thomas Ruf,STOP1,conf/dasfaa/BauerL97,conf/icde/GrayBLP96,conf/vldb/ChanS81,conf/icde/ChaudhuriKPS95,journals/debu/ChaudhuriS95,conf/ssdbm/ChenMM88,conf/vldb/GuptaHQ95,conf/icde/GuptaHRU97,conf/sigmod/HarinarayanRU96,conf/sigmod/Johnson81
journals/eis/ChenWHW14,Verification and validation in railway signalling engineering - an application of enterprise systems techniques.,Xiangxian Chen,Dong Wang,Hai Huang,Zheng Wang,STOP1
conf/pimrc/HadaschikAM06,Achievable Data Rate of Wideband OFDM With Data-Aided Channel Estimation.,Niels Hadaschik,Gerd Ascheid,Heinrich Meyr,STOP1
journals/aicom/Miksch99,Plan Management in the Medical Domain.,Silvia Miksch,STOP1
conf/dasfaa/KempCHHRS97,Database Transactions in a Purely Declarative Logic Programming Language.,David B. Kemp,Thomas C. Conway,Evan P. Harris,Fergus Henderson,Kotagiri Ramamohanarao,Zoltan Somogyi,STOP1,conf/pods/BancilhonMSU86,conf/iclp/BonnerK93,journals/debu/ChimentiOKTWZ87,journals/vldb/DerrMP94,journals/cacm/EswarranGLT76,books/mk/GrayR93,journals/csur/HarderR83,conf/iclp/HarlandR93,conf/slp/KempRBM89,conf/iclp/KempS93
conf/um/MullerKK07,Maximizing the Utility of Situated Public Displays.,Jörg Müller,Antonio Krüger,Tsvi Kuflik,STOP1
conf/graphicsinterface/CriderBSMTKW07,A mixing board interface for graphics and visualization applications.,Matthew Crider,Steven Bergner,Thomas N. Smyth,Torsten Möller,Melanie Tory,Arthur E. Kirkpatrick,Daniel Weiskopf,STOP1
conf/edbt/BarbaraGJ00,Using Checksums to Detect Data Corruption.,Daniel Barbará,Rajni Goel,Sushil Jajodia,STOP1,conf/icde/BohannonRSSS99,conf/sigmod/ChawatheRGW96,conf/iwmmdbms/ChoiNMC98,journals/cacm/DurstCWMS99,conf/ccs/KimS94,conf/dbsec/McDermottG95,journals/joc/Merkle90,conf/icde/SalemBL92
conf/gpc/HoSY06,Pricing Web Services.,Kevin Ho,John Sum,Gilbert H. Young,STOP1
conf/cbms/AshtonTTTP01,Automated Measurement of Structures on CT and MR Imagery: A Validation Study.,Edward A. Ashton,Saara Totterman,Chihiro Takahashi,José G. Tamez-Peña,Kevin J. Parker,STOP1
conf/fdg/CooperKMLBBFPp11,Analysis of social gameplay macros in the Foldit cookbook.,Seth Cooper,Firas Khatib,Ilya Makedon,Hao Lü,Janos Barbero,David Baker,James Fogarty,Zoran Popovic,Foldit players,STOP1
conf/dasfaa/ChowCCX99,Index Design for Structured Documents Based on Abstraction.,Jyh-Herng Chow,Josephine M. Cheng,Daniel T. Chang,Jane Xu,STOP1,books/eh/AbramskyH87,journals/tapos/BrownCDRT98,conf/sigmod/BunemanDHS96,journals/tkde/BertinoK89,conf/popl/CousotC77,conf/sigmod/ConsensM94,books/ph/FrakesB92,conf/icde/FernandezS98,conf/vldb/GoldmanW97,journals/sigmod/McHughAGQW97
conf/siggraph/EbertP90,Rendering and animation of gaseous phenomena by combining fast volume and scanline A-buffer techniques.,David S. Ebert,Richard E. Parent,STOP1
conf/dbpl/Connor97,Existentially Quantified Procedures: A Mechanism for Abstracting Type in Dynamic Typing Constructs.,Richard C. H. Connor,STOP1,journals/cj/AtkinsonBCCM83,journals/cj/AtkinsonBM88,journals/toplas/AbadiCPP91,journals/jfp/AbadiCPR95,conf/db-workshops/AtkinsonM85,conf/pos/ConnorBCDMR90,conf/db-workshops/CardelliM85,journals/csur/CardelliW85,conf/pos/KirbyCCMDF92,conf/pos/MorrisonBCCDA89
conf/ieeevast/MalikAHEM10,VACCINATED - Visual analytics for characterizing a pandemic spread VAST 2010 Mini Challenge 2 award: Support for future detection.,Abish Malik,Shehzad Afzal,Erin Hodgess,David S. Ebert,Ross Maciejewski,STOP1
conf/adbis/KappelRR96,A Transaction Model For Handling Composite Events.,Gerti Kappel,S. Rausch-Schott,Werner Retschitzegger,STOP1,conf/vldb/AttieSSR93,conf/vldb/BeeriM91,conf/icde/BuchmannZBW95,conf/vldb/ChakravarthyKAK94,books/mk/elmagarmid92/ChrysanthisR92,conf/vldb/ColletCS94,conf/sigmod/DayalHL90,journals/debu/Garcia-MolinaGKKS91,books/mk/widomC96/GehaniJ96,books/mk/GrayR93
conf/edbt/DeshpandeN00,Aggregate Aware Caching for Multi-Dimensional Queries.,Prasad Deshpande,Jeffrey F. Naughton,STOP1,conf/vldb/AgarwalADGNRS96,conf/vldb/DarFJST96,conf/sigmod/DeshpandeRSN98,conf/sigmod/HarinarayanRU96,conf/sigmod/KotidisR99,books/wi/Kimball96,conf/edbt/RossSC98,conf/vldb/SrivastavaDJL96,conf/vldb/ShuklaDN98,conf/pods/SmithLCJ98
conf/adbis/RusinkiewiczS94,Transactional Workflow Management in Distributed Systems (Invited Paper).,Marek Rusinkiewicz,Amit P. Sheth,STOP1,conf/vldb/AnsariNRS92,conf/vldb/AttieSSR93,journals/tse/BreitbartGRS91,conf/sigmod/BreitbartS88,conf/icdcs/ChenBE93,conf/sigmod/ChrysanthisR90,conf/vldb/ChrysanthisR91,conf/sigmod/DayalHL90,conf/vldb/DayalHL91,books/mk/Elmagarmid92
conf/edbt/AlbanoACO88,An Overview of Sidereus: A Graphical Database Schema Editor for Galileo.,Antonio Albano,L. Alfò,S. Coluccini,Renzo Orsini,STOP1,journals/debu/AlbanoO84,journals/tods/AlbanoCO85,conf/sigmod/Fogg84
conf/isda/SinghADC12,Development of the controller based seed cum fertilizer drill.,Karan Singh,K. N. Agrawal,A. K. Dubey,M. P. Chandra,STOP1
conf/adbis/KalinichenkoZ95,Type Inferencing Based on Complete Type Specifications.,Leonid A. Kalinichenko,Vladimir Zadorozhny,STOP1,conf/ewdw/Alagic94,conf/ewdw/ChabanKZ94,conf/edbt/FormicaM94,conf/oopsla/LiskovW93,journals/debu/Melton94,books/mk/Cattell94,conf/icde/Stonebraker86
conf/wsc/KomatsuNN96,Simulator for the evaluation of distributed network-system performance.,Toshio Komatsu,Yukihiro Nakamura,Junro Nose,STOP1
conf/cav/HiraishiHOY91,Vectorized Symbolic Model Checking of Computation Tree Logic for Sequential Machine Verification.,Hiromi Hiraishi,Kiyoharu Hamaguchi,Hiroyuki Ochi,Shuzo Yajima,STOP1
conf/dbpl/LingatR89,PROQUEL: a PROgramming QUEry Language.,Jean-Yves Lingat,Colette Rolland,STOP1,books/aw/AhoSU86,conf/sigmod/BunemanA86,conf/vldb/ChristensenZ87,conf/vldb/LingatNR87,conf/vldb/LingatCR88,conf/bncod/NobecourtRL88
conf/dasfaa/SonP93,Scheduling and Concurrency Control for Real-Time Database Systems.,Sang Hyuk Son,Seok Park,STOP1,journals/tods/AbbottG92,books/aw/BernsteinHG87,conf/icde/BuchmannMHD89,conf/vldb/HuangSRT91,journals/tods/KungR81,conf/vldb/KorthSS90,journals/tc/ShaRSC91,journals/sigmod/Son88,conf/icde/SonPL92,journals/computer/Stankovic88
conf/ghtc/GeorgeT14,Multi-Stage Organic Water Filter system.,Eobin Alex George,Gaurav Tiwari,STOP1
conf/chi/RukzioSK05,The rotating compass: a novel interaction technique for mobile navigation.,Enrico Rukzio,Albrecht Schmidt 0001,Antonio Krüger,STOP1
conf/er/FeyerT99,E/R Based Scenario Modeling for Rapid Prototyping of Web Information Services.,Thomas Feyer,Bernhard Thalheim,STOP1,conf/icde/AgrawalGS97,conf/edbt/AtzeniMM98,conf/edbt/CabibboT98,conf/er/FeyerST98,journals/sigmod/FlorescuLM98,conf/edbt/FraternaliP98,conf/vldb/GyssensL97,conf/edbt/Lehner98,www/org/w3/w3c
conf/adbis/MedjahedF99,Scaling Up Inductive Learning Algorithm for Data Mining.,F. Medjahed,G. Fernandez,STOP1,books/mit/fayyadPSU96/Dzeroski96,books/mit/fayyadPSU96/FayyadPS96,books/mit/FayyadPSU96,books/mit/PF91/FrawleyPM91,books/mit/PF91/Piatetsky91,books/mit/PiatetskyF91,journals/ml/Quinlan90
conf/icc/SenstAL10,Performance Evaluation of the Markov Chain Monte Carlo MIMO Detector based on Mutual Information.,Martin Senst,Gerd Ascheid,Helge Lüders,STOP1
conf/er/DogacEA86,VERS - A Vector Based Entity Relationship Management System.,Asuman Dogac,Filiz Eyupoglu,M. Erol Arkun,STOP1,journals/tods/Chen76,conf/er/Shoshani79,conf/er/ElmasriW81,conf/er/AtzeniC81,conf/er/MarkowitzR83a,conf/er/MarkowitzR83,conf/er/DogacCE85
conf/graphicsinterface/Booth08,"2<sup>5</sup> Years ago I couldn't even spell Canadian, now I are one: momentos of collaborating on, with, and about technology.",Kellogg S. Booth,STOP1
conf/edbt/GuiffridaCH00,Mining Classification Rules from Datasets with Large Number of Many-Valued Attributes.,Giovanni Giuffrida,Wesley W. Chu,Dominique M. Hanssens,STOP1,books/mit/fayyadPSU96/AgrawalMSTV96,conf/kdd/Bayardo97,conf/icde/BayardoAG99,journals/ml/ClarkN89,conf/aaai/Cohen96,conf/kdd/Domingos96,conf/ssdbm/GiuffridaCC98,conf/ijcai/HolteAP89,conf/icde/LentSW97,conf/kdd/LiuHM98
journals/ki/PohlWMAR12,Analysing Interactivity in Information Visualisation.,Margit Pohl,Sylvia Wiltner,Silvia Miksch,Wolfgang Aigner,Alexander Rind,STOP1
conf/adbis/Chen97,Speeding up the Counting Method by Computing Heritage Functions in Topological Order.,Yangjun Chen,STOP1,conf/icde/AlyO89,journals/jlp/BalbinPRM91,conf/pods/BancilhonMSU86,journals/jlp/BeeriR91,books/sp/CeriGT90,conf/icde/Chen93,conf/dexa/ChenH94,conf/cikm/ChenH94,conf/pods/HaddadN88,conf/dood/HanH89
conf/iscsct/ZhangLWY08,A Delivery Tree Building Approach for Application Layer Multicast.,Xinchang Zhang,Xiaodong Li,Zheng Wang,Baoping Yan,STOP1
conf/ictai/HadzicBS11,Real-Time Pedestrian Evacuation Planning during Emergency.,Tarik Hadzic,Kenneth N. Brown,Cormac J. Sreenan,STOP1
conf/coopis/MunierBB00,A Negotiation Model for CSCW.,Manuel Munier,Karim Baïna,Khalid Benali,STOP1,journals/cacm/StefikFBKLS87,journals/ai/KrausSE98,journals/logcom/ParsonsSJ98,journals/tc/Smith80a,conf/cscw/Medina-MoraWFF92,journals/scp/AndreoliPPP98
conf/dasfaa/MachadoC97,A Parallel Execution Model for Database Transactions.,Javam Machado,Christine Collet,STOP1,journals/tc/BadrinathR88,journals/tods/BadrinathR92,conf/pdis/BergstenCL93,books/mk/BancilhonDK92,conf/sigmod/CopelandABK88,conf/artdb/ColletM95,conf/sigmod/ChrysanthisRR91,journals/cacm/DeWittG92,journals/tkde/DeWittGSBHR90,conf/icdcs/DasguptaLA88
conf/dbpl/BonnerKC93,Database Programming in Transaction Logic.,Anthony J. Bonner,Michael Kifer,Mariano P. Consens,STOP1,conf/sigmod/AbiteboulB91,conf/pods/AbiteboulV88,conf/vldb/AgrawalCL91,journals/ai/Allen84,journals/sigmod/Bancilhon86,conf/sigmod/BarsalouKSW91,conf/pods/Beeri92,conf/vldb/BeeriM91,journals/tcs/Bonner90,conf/iclp/BonnerK93
conf/cikm/KourmajianDFB95,Consortium: A Framework for Transaction Collaborative Environments.,Vram Kouramajian,Ross Dargahi,Jerry Fowler,Donald G. Baker,STOP1,journals/tods/AlonsoBG90,books/aw/BernsteinHG87,conf/ht/BurgerMJL91,journals/tois/DewanC92,conf/cscw/FowlerBDKGLPG94,conf/vldb/Gray81,journals/tse/GreifSW92,conf/vldb/NodineZ90,journals/tods/RabittiBKW91,journals/computer/RusinkiewiczSK91
conf/mhci/AslanSBKS06,Acquisition of spatial knowledge in location aware mobile pedestrian navigation systems.,Ilhan Aslan,Maximilian Schwalm,Jörg Baus,Antonio Krüger,Tim Schwartz,STOP1
conf/icc/WangSG08,Broadcast throughput Capacity of Wireless Ad Hoc Networks with Multipacket Reception.,Zheng Wang,Hamid R. Sadjadpour,Jose Joaquin Garcia-Luna-Aceves,STOP1
conf/ppsn/StoeanPSD08,EA-Powered Basin Number Estimation by Means of Preservation and Exploration.,Catalin Stoean,Mike Preuss,Ruxandra Stoean,Dumitru Dumitrescu,STOP1
conf/dasfaa/KitsuregawaNT89,Funtional Disk System as a High Performance Relational Storage.,Masaru Kitsuregawa,Miyuki Nakano,Mikio Takagi,STOP1,conf/icde/KitsuregawaNHT87,journals/tods/StonebrakerWKH76,journals/ngc/KitsuregawaTM83,conf/sigmod/DeWittKOSSW84,journals/tods/Shapiro86,conf/iwdm/DeWittGSJMS87,conf/vldb/NakayamaK88,conf/fodo/Yamane85,conf/vldb/Bratbergsengen84,conf/icde/KitsuregawaNT89
conf/dasfaa/KamathRT95,Continuous Media Sharing in Multimedia Database Systems.,Mohan Kamath,Krithi Ramamritham,Donald F. Towsley,STOP1,journals/tocs/AndersonOG92,journals/tocs/Anderson93,conf/sigmod/Christodoulakis85a,journals/debu/StavrosNMYL91,conf/mm/DanSS94,conf/mm/DeyST94,journals/tods/EffelsbergH84,journals/is/Felician90,conf/icde/GibbsBT93,journals/tois/GemmellC92
conf/dasfaa/SemeczkoSYW97,Supporting Distributed Query Processing in a Heterogeneous Environment.,George Semeczko,Stanley Y. W. Su,Tsae-Feng Yu,Fang Wang,STOP1,conf/vldb/AlashqurSL89,journals/tkde/SuGL93,conf/oodbs/TirriSB92
conf/dl/Marshall97,Annotation: From Paper Books to Digital Library.,Catherine C. Marshall,STOP1,conf/ht/CatlinBY89,conf/uist/GrossD96,journals/cacm/LevyM95,conf/dl/Levy97,conf/ht/MarshallS97,conf/cscw/NeuwirthKCM90,conf/chi/OHaraS97
conf/hicss/WattersSAC98,Designing the Digital Agora: Pushing the Web Envelope.,Carolyn R. Watters,Michael A. Shepherd,Cynthia Alexander,Marshall Conley,STOP1
conf/dolap/TryfonaBC99,starER: A Conceptual Model for Data Warehouse Design.,Nectaria Tryfona,Frank Busborg,Jens G. Borch Christiansen,STOP1,journals/tods/Chen76,conf/dolap/GolfarelliR98,books/wi/Kimball96,conf/ssdbm/LenzS97,conf/ssdbm/PedersenJ98
conf/vtc/GodtmannLAV08,A Bit-Mapping Strategy for Joint Iterative Channel Estimation and Turbo-Decoding.,Susanne Godtmann,Helge Lüders,Gerd Ascheid,Peter Vary,STOP1
conf/er/Al-JadirL99,Transposed Storage of an Object Database to Reduce the Cost of Schema Changes.,Lina Al-Jadir,Michel Léonard,STOP1,conf/er/Al-JadirL98,conf/dasfaa/Al-JadirEFL95,conf/vldb/AndanyLP91,conf/sigmod/BanerjeeKKK87,journals/tods/Batory79,conf/icde/BronczWK98,conf/oopsla/CareyDKN94,conf/sigmod/CareyDN93,conf/vldb/FerrandinaMZFM95,conf/oopsla/PenneyS87
conf/isita/DorpinghausMA10,The achievable rate of stationary rayleigh flat-fading channels with IID input symbols.,Meik Dorpinghaus,Heinrich Meyr,Gerd Ascheid,STOP1
conf/adbis/GrauK97,A Validation System for Object Oriented Specifications of Information Systems.,Antonio Grau,Mojgan Kowsari,STOP1,journals/computer/BowenH95,conf/caise/Dalianis92,conf/coopis/DuboisBD94,journals/tkde/GogollaCDHV95,journals/tois/Gulla96,journals/cacm/Harel88,journals/computer/Harel92,books/infix/Hartel97,journals/is/HartelDKKE97,conf/dexa/HartmannJS93
conf/er/ChiangBS93,Performance Evaluation of Reverse Engineering Relational Databases into Extended Entity-Relationship Models.,Roger H. L. Chiang,Terence M. Barron,Veda C. Storey,STOP1,journals/tods/Bernstein76,conf/icde/BittonMT89,conf/er/ChiangBS93,journals/software/ChikofskyC90,conf/er/DavisA87,conf/er/DumpalaA81,conf/er/Hainaut91a,conf/er/WenguandCD91,conf/er/JohannessonK89,conf/caise/Kalman91
phd/de/Wang2010,High-fidelity haptics in multimodal human-robot interaction.,Zheng Wang,STOP1
conf/isss/HorstmannshoffM99,Optimized System Synthesis of Complex RT Level Building Blocks from Multirate Dataflow Graphs.,Jens Horstmannshoff,Heinrich Meyr,STOP1
conf/gecco/LungD07,A new evolutionary model for detecting multiple optima.,Rodica Ioana Lung,D. Dumitrescu,STOP1
conf/iv/EllerML06,"Interactive, Task-Oriented Visualizations to Explore Decay Chain Calculation.",Martin Eller,Silvia Miksch,Jacques Lettry,STOP1
conf/grapp/HeinrichLKW12,Evaluation of a Bundling Technique for Parallel Coordinates.,Julian Heinrich,Yuan Luo,Arthur E. Kirkpatrick,Daniel Weiskopf,STOP1
conf/acsac/SunHB09,Secure Web 2.0 Content Sharing Beyond Walled Gardens.,San-Tsai Sun,Kirstie Hawkey,Konstantin Beznosov,STOP1
conf/dasfaa/YuwonoL97,Server Ranking for Distributed Text Retrieval Systems on the Internet.,Budi Yuwono,Dik Lun Lee,STOP1,conf/sigir/CallanLC95,conf/sigir/DanzigANO91,conf/vldb/GravanoG95,conf/sigmod/GravanoGT94,journals/cn/Koster94,journals/ipm/SaltonB88,books/mg/SaltonG83,conf/sigir/VilesF95
conf/candc/ShireenESPWR11,Design space exploration in parametric systems: analyzing effects of goal specificity and method specificity on design solutions.,Naghmi I. Shireen,Halil Erhan,Rodolfo Sanchez,Jelena Popovic,Robert Woodbury,Bernhard E. Riecke,STOP1
journals/jet/Manea08,A constructive proof of the ordinal efficiency welfare theorem.,Mihai Manea,STOP1
conf/dbpl/CluetM93,Nested Queries in Object Bases.,Sophie Cluet,Guido Moerkotte,STOP1,journals/cacm/AstrahanC75,conf/dbpl/BancilhonCD89,conf/edbt/Beech88,conf/icdt/BeeriK90,conf/sigmod/CareyDV88,journals/tse/CeriG85,conf/sigmod/CluetD92,conf/vldb/Dayal87,journals/tkde/Deux90,conf/vldb/LohmanDHKS84
conf/esa/CzumajSZ00,Property Testing in Computational Geometry.,Artur Czumaj,Christian Sohler,Martin Ziegler 0001,STOP1
conf/pimrc/GuoGA13,On the performance of EVD-based channel estimations in MU-Massive-MIMO systems.,Kaifeng Guo,Yan Guo,Gerd Ascheid,STOP1
journals/npl/LiWL13,Using Laplacian Eigenmap as Heuristic Information to Solve Nonlinear Constraints Defined on a Graph and Its Application in Distributed Range-Free Localization of Wireless Sensor Networks.,Shuai Li,Zheng Wang,Yangming Li,STOP1
conf/dasfaa/ChoLWY97,Query Optimization Techniques Utilizing Path Indexes in Object-Oriented Database Systems.,Wan-Sup Cho,Seung-Sun Lee,Kyu-Young Whang,Yong-Ik Yoon 0002,STOP1,journals/tkde/BertinoK89,journals/vldb/Bertino94,conf/sigmod/BlakeleyMG93,journals/debu/ChenKPSSVZ93,journals/is/ChoPWS96,journals/debu/GassnerLSW93,journals/cacm/Harel88,conf/sigmod/KiferKS92,conf/er/KimKWD88,books/mit/Kim90
conf/chi/FelsH95,GloveTalkII: An Adaptive Gesture-to-Formant Interface.,Sidney Fels,Geoffrey E. Hinton,STOP1
conf/er/EmbleyCJLNQS98,A Conceptual-Modeling Approach to Extracting Data from the Web.,David W. Embley,Douglas M. Campbell,Y. S. Jiang,Stephen W. Liddle,Yiu-Kai Ng,Dallan Quass,Randy D. Smith,STOP1,conf/sigmod/Adelberg98,conf/ewdw/Apers94,conf/icde/ArocenaM98,journals/sigmod/AshishK97,conf/pods/AtzeniM97,journals/cacm/CowieL96,conf/agents/DoorenbosEW97,conf/cikm/EmbleyCSL98,journals/sigmod/GuptaHR97,conf/ijcai/KushmerickWD97
conf/cec/NicolauR06,Genetic Operators and Sequencing in the GAuGE System.,Miguel Nicolau,Conor Ryan,STOP1
conf/digra/Watters05,Game Genre Evolution for Educational Games.,Carolyn R. Watters,STOP1
conf/edbt/ThomasK00,A Database Perspective on Building Large Applications - Experience Report.,Joachim Thomas,Prithwish Kangsabanik,STOP1,conf/vldb/CareyCNVDRSM99,conf/btw/DesslochLMT93,conf/ecoop/GammaHJV93,books/mk/GrayR93,books/wi/OrfaliHE96,books/ph/RumbaughBPEL91,books/mk/StonebrakerBM98,books/infix/Thomas96
conf/icml/WangLLFDY14,Rank-One Matrix Pursuit for Matrix Completion.,Zheng Wang,Ming-Jun Lai,Zhaosong Lu,Wei Fan,Hasan Davulcu,Jieping Ye,STOP1
conf/edbt/HerrmannDKRS90,A Lock Technique for Disjoint and Non-Disjoint Complex Objects.,Ulrich Herrmann,Peter Dadam,Klaus Küspert,E. A. Roman,Gunter Schlageter,STOP1,journals/tods/AstrahanBCEGGKLMMPTWW76,conf/vldb/BatoryB84,journals/acta/BayerS77,conf/sigmod/DadamKABEGLPW86,journals/debu/Dadam88,conf/oodbs/86,conf/oodbs/Dittrich86,conf/vldb/GrayLPT75,conf/sigmod/HaskinL82,conf/btw/HerrmannDKS89
conf/lcn/BensonOORSBMO06,Car-Park Management using Wireless Sensor Networks.,Jonathan P. Benson,"Tony O'Donovan","Padraig O'Sullivan",Utz Roedig,Cormac J. Sreenan,John Barton,Aoife Murphy,"Brendan O'Flynn",STOP1
conf/wacv/MillerF13,OpenVL: A task-based abstraction for developer-friendly computer vision.,Gregor Miller,Sidney Fels,STOP1
conf/dbpl/LacroixV87,Manipulating Complex Objects.,M. Lacroix,M. Vanhoedenaghe,STOP1,journals/cj/AtkinsonBCCM83,conf/pods/BancilhonK86,conf/esec/BernardLLV87,conf/sigmod/BunemanA86,conf/sigmod/HaskinL82,conf/vldb/KimLMP84,conf/sigmod/KlaholdSUW85,journals/cj/KulkarniA86,journals/is/LacroixP83,conf/sigmod/StonebrakerR86
conf/iwsec/DuttaP14,Deterministic Hard Fault Attack on Trivium.,Avijit Dutta,Goutam Paul,STOP1
conf/dasfaa/SarreG91,Automatic Transformation of linear Text into Hypertext.,Frank Sarre,Ulrich Güntzer,STOP1,journals/computer/Conklin87
conf/icinco/CollinsCR07,Improved occupancy grid learning - the conform approach to occupancy grid mapping.,Thomas Collins,J. J. Collins,Conor Ryan,STOP1
conf/icsm/WangWYZY09,Linux kernels as complex networks: A novel method to study evolution.,Lei Wang 0018,Zheng Wang,Chen Yang,Li Zhang 0004,Qiang Ye,STOP1
conf/sg/OwadaNNI03,A Sketching Interface for Modeling the Internal Structures of 3D Shapes.,Shigeru Owada,Frank Nielsen,Kazuo Nakazawa,Takeo Igarashi,STOP1
conf/adbis/TsymbalPT99,Arbiter Meta-Learning with Dynamic Selection of Classifiers and Its Experimental Investigation.,Alexey Tsymbal,Seppo Puuronen,Vagan Y. Terziyan,STOP1,journals/jiis/ChanS97,books/mit/FayyadPSU96,conf/ijcai/Kohavi95,conf/ismis/PuuronenTT99
